#Turbine    Time(s)    dt(s)    generator torque (N-m)
0 20000 0.2 0
1 20000 0.2 0

0 20000.2 0.2 161718.75
1 20000.2 0.2 161718.75

0 20000.4 0.2 164966.29
1 20000.4 0.2 164843.18

0 20000.6 0.2 163003.76
1 20000.6 0.2 162797.8

0 20000.8 0.2 163652.87
1 20000.8 0.2 163289.33

0 20001 0.2 164206.22
1 20001 0.2 163696.72

0 20001.2 0.2 164857.16
1 20001.2 0.2 164286.14

0 20001.4 0.2 165552.15
1 20001.4 0.2 164937.63

0 20001.6 0.2 166299.85
1 20001.6 0.2 165717.79

0 20001.8 0.2 167024.38
1 20001.8 0.2 166711.76

0 20002 0.2 167734.31
1 20002 0.2 167723.22

0 20002.2 0.2 168606.84
1 20002.2 0.2 168743.46

0 20002.4 0.2 169599.47
1 20002.4 0.2 169702.89

0 20002.6 0.2 170582.36
1 20002.6 0.2 170710.73

0 20002.8 0.2 171332.05
1 20002.8 0.2 171552.75

0 20003 0.2 171296.44
1 20003 0.2 171611.61

0 20003.2 0.2 170047.36
1 20003.2 0.2 170335.3

0 20003.4 0.2 170328.96
1 20003.4 0.2 170502.97

0 20003.6 0.2 169967.52
1 20003.6 0.2 170017.66

0 20003.8 0.2 169739.97
1 20003.8 0.2 169806.27

0 20004 0.2 169408.23
1 20004 0.2 169565.6

0 20004.2 0.2 169068.06
1 20004.2 0.2 169331.29

0 20004.4 0.2 168753.38
1 20004.4 0.2 169232.12

0 20004.6 0.2 168437.01
1 20004.6 0.2 169131.62

0 20004.8 0.2 168202.36
1 20004.8 0.2 169019.04

0 20005 0.2 167951.97
1 20005 0.2 168805.04

0 20005.2 0.2 167645.75
1 20005.2 0.2 168578.78

0 20005.4 0.2 167187.86
1 20005.4 0.2 168223.24

0 20005.6 0.2 166498.23
1 20005.6 0.2 167703.13

0 20005.8 0.2 165571.92
1 20005.8 0.2 166810.17

0 20006 0.2 165232.79
1 20006 0.2 166379.52

0 20006.2 0.2 164582.69
1 20006.2 0.2 165657.53

0 20006.4 0.2 164028.55
1 20006.4 0.2 165170.84

0 20006.6 0.2 163370.8
1 20006.6 0.2 164659.05

0 20006.8 0.2 162700.43
1 20006.8 0.2 164150.67

0 20007 0.2 162122.63
1 20007 0.2 163695.79

0 20007.2 0.2 161553.57
1 20007.2 0.2 163262.05

0 20007.4 0.2 161042.13
1 20007.4 0.2 162868.85

0 20007.6 0.2 160496.89
1 20007.6 0.2 162376.3

0 20007.8 0.2 159931.33
1 20007.8 0.2 161909.17

0 20008 0.2 159388.36
1 20008 0.2 161392.89

0 20008.2 0.2 158721.74
1 20008.2 0.2 160816.91

0 20008.4 0.2 158080.06
1 20008.4 0.2 160141.39

0 20008.6 0.2 157557.88
1 20008.6 0.2 159532.49

