#Turbine    Time(s)    dt(s)    nacelle yaw angle (degrees)
0 20000 0.2 225
1 20000 0.2 225
2 20000 0.2 225
3 20000 0.2 225
4 20000 0.2 225
5 20000 0.2 225
6 20000 0.2 225
7 20000 0.2 225
8 20000 0.2 225

0 20000.2 0.2 225
1 20000.2 0.2 225
2 20000.2 0.2 225
3 20000.2 0.2 225
4 20000.2 0.2 225
5 20000.2 0.2 225
6 20000.2 0.2 225
7 20000.2 0.2 225
8 20000.2 0.2 225

0 20000.4 0.2 225
1 20000.4 0.2 225
2 20000.4 0.2 225
3 20000.4 0.2 225
4 20000.4 0.2 225
5 20000.4 0.2 225
6 20000.4 0.2 225
7 20000.4 0.2 225
8 20000.4 0.2 225

0 20000.6 0.2 225
1 20000.6 0.2 225
2 20000.6 0.2 225
3 20000.6 0.2 225
4 20000.6 0.2 225
5 20000.6 0.2 225
6 20000.6 0.2 225
7 20000.6 0.2 225
8 20000.6 0.2 225

0 20000.8 0.2 225
1 20000.8 0.2 225
2 20000.8 0.2 225
3 20000.8 0.2 225
4 20000.8 0.2 225
5 20000.8 0.2 225
6 20000.8 0.2 225
7 20000.8 0.2 225
8 20000.8 0.2 225

0 20001 0.2 225
1 20001 0.2 225
2 20001 0.2 225
3 20001 0.2 225
4 20001 0.2 225
5 20001 0.2 225
6 20001 0.2 225
7 20001 0.2 225
8 20001 0.2 225

0 20001.2 0.2 225
1 20001.2 0.2 225
2 20001.2 0.2 225
3 20001.2 0.2 225
4 20001.2 0.2 225
5 20001.2 0.2 225
6 20001.2 0.2 225
7 20001.2 0.2 225
8 20001.2 0.2 225

0 20001.4 0.2 225
1 20001.4 0.2 225
2 20001.4 0.2 225
3 20001.4 0.2 225
4 20001.4 0.2 225
5 20001.4 0.2 225
6 20001.4 0.2 225
7 20001.4 0.2 225
8 20001.4 0.2 225

0 20001.6 0.2 225
1 20001.6 0.2 225
2 20001.6 0.2 225
3 20001.6 0.2 225
4 20001.6 0.2 225
5 20001.6 0.2 225
6 20001.6 0.2 225
7 20001.6 0.2 225
8 20001.6 0.2 225

0 20001.8 0.2 225
1 20001.8 0.2 225
2 20001.8 0.2 225
3 20001.8 0.2 225
4 20001.8 0.2 225
5 20001.8 0.2 225
6 20001.8 0.2 225
7 20001.8 0.2 225
8 20001.8 0.2 225

0 20002 0.2 225
1 20002 0.2 225
2 20002 0.2 225
