#Turbine    Time(s)    dt(s)    filtered rotor rotation rate(rpm)
0 20000 0.2 7.5
1 20000 0.2 7.5

0 20000.2 0.2 7.5
1 20000.2 0.2 7.5

0 20000.4 0.2 7.574931
1 20000.4 0.2 7.5721041

0 20000.6 0.2 7.5297383
1 20000.6 0.2 7.5249798

0 20000.8 0.2 7.5447159
1 20000.8 0.2 7.5363312

0 20001 0.2 7.5574604
1 20001 0.2 7.5457266

0 20001.2 0.2 7.5724251
1 20001.2 0.2 7.5592992

0 20001.4 0.2 7.5883699
1 20001.4 0.2 7.574273

0 20001.6 0.2 7.6054865
1 20001.6 0.2 7.592165

0 20001.8 0.2 7.6220362
1 20001.8 0.2 7.6148998

0 20002 0.2 7.6382177
1 20002 0.2 7.6379652

0 20002.2 0.2 7.6580582
1 20002.2 0.2 7.6611603

0 20002.4 0.2 7.6805678
1 20002.4 0.2 7.682909

0 20002.6 0.2 7.7027914
1 20002.6 0.2 7.705689

0 20002.8 0.2 7.7196993
1 20002.8 0.2 7.7246697

0 20003 0.2 7.7188969
1 20003 0.2 7.7259947

0 20003.2 0.2 7.6907027
1 20003.2 0.2 7.6972112

0 20003.4 0.2 7.6970679
1 20003.4 0.2 7.7009988

0 20003.6 0.2 7.688897
1 20003.6 0.2 7.6900311

0 20003.8 0.2 7.6837484
1 20003.8 0.2 7.6852489

0 20004 0.2 7.6762361
1 20004 0.2 7.6798007

0 20004.2 0.2 7.6685255
1 20004.2 0.2 7.6744928

0 20004.4 0.2 7.6613855
1 20004.4 0.2 7.6722453

0 20004.6 0.2 7.6542005
1 20004.6 0.2 7.6699668

0 20004.8 0.2 7.6488672
1 20004.8 0.2 7.6674137

0 20005 0.2 7.6431719
1 20005 0.2 7.662558

0 20005.2 0.2 7.6362009
1 20005.2 0.2 7.6574211

0 20005.4 0.2 7.6257654
1 20005.4 0.2 7.6493419

0 20005.6 0.2 7.6100215
1 20005.6 0.2 7.6375078

0 20005.8 0.2 7.5888229
1 20005.8 0.2 7.6171471

0 20006 0.2 7.5810471
1 20006 0.2 7.6073082

0 20006.2 0.2 7.5661187
1 20006.2 0.2 7.5907845

0 20006.4 0.2 7.5533706
1 20006.4 0.2 7.5796257

0 20006.6 0.2 7.5382112
1 20006.6 0.2 7.5678737

0 20006.8 0.2 7.5227292
1 20006.8 0.2 7.556182

0 20007 0.2 7.5093594
1 20007 0.2 7.5457051

0 20007.2 0.2 7.4961687
1 20007.2 0.2 7.5357016

0 20007.4 0.2 7.4842937
1 20007.4 0.2 7.5266217

0 20007.6 0.2 7.4716132
1 20007.6 0.2 7.515232

0 20007.8 0.2 7.4584374
1 20007.8 0.2 7.5044142

