#Turbine    Time(s)    dt(s)    generator power (W)
0 20000 0.04 0
1 20000 0.04 0
2 20000 0.04 0

0 20000.04 0.04 7824106.5
1 20000.04 0.04 7825363
2 20000.04 0.04 7825070.2

0 20000.08 0.04 7842698.3
1 20000.08 0.04 7846255.9
2 20000.08 0.04 7845497.8

0 20000.12 0.04 7857309.1
1 20000.12 0.04 7863467.7
2 20000.12 0.04 7862386.1

0 20000.16 0.04 7865611.7
1 20000.16 0.04 7874291.4
2 20000.16 0.04 7873168.2

0 20000.2 0.04 7869141
1 20000.2 0.04 7880094.2
2 20000.2 0.04 7879230.8

0 20000.24 0.04 7870432.6
1 20000.24 0.04 7883349.7
2 20000.24 0.04 7883045.7

0 20000.28 0.04 7871520.9
1 20000.28 0.04 7886106
2 20000.28 0.04 7886657.2

0 20000.32 0.04 7873563.1
1 20000.32 0.04 7889572.8
2 20000.32 0.04 7891254.9

0 20000.36 0.04 7877049
1 20000.36 0.04 7894274.4
2 20000.36 0.04 7897314.9

0 20000.4 0.04 7882120.2
1 20000.4 0.04 7900333.9
2 20000.4 0.04 7904888.8

0 20000.44 0.04 7888775.7
1 20000.44 0.04 7907698
2 20000.44 0.04 7913823.2

0 20000.48 0.04 7896946.3
1 20000.48 0.04 7916258
2 20000.48 0.04 7923894

0 20000.52 0.04 7906501.3
1 20000.52 0.04 7925899.7
2 20000.52 0.04 7934877.9

0 20000.56 0.04 7917263
1 20000.56 0.04 7936519.3
2 20000.56 0.04 7946599.3

0 20000.6 0.04 7929037.4
1 20000.6 0.04 7948033.2
2 20000.6 0.04 7958959.2

0 20000.64 0.04 7941636.1
1 20000.64 0.04 7960375.4
2 20000.64 0.04 7971934.5

0 20000.68 0.04 7954881
1 20000.68 0.04 7973496
2 20000.68 0.04 7985565

0 20000.72 0.04 7968600
1 20000.72 0.04 7987354.8
2 20000.72 0.04 7999940.2

0 20000.76 0.04 7982638.5
1 20000.76 0.04 8001904.4
2 20000.76 0.04 8015178

0 20000.8 0.04 7996882.6
1 20000.8 0.04 8017074.3
2 20000.8 0.04 8031382.4

0 20000.84 0.04 8011296.7
1 20000.84 0.04 8032764.3
2 20000.84 0.04 8048591.1

0 20000.88 0.04 8025946
1 20000.88 0.04 8048849.7
2 20000.88 0.04 8066741

0 20000.92 0.04 8040986.5
1 20000.92 0.04 8065194.2
2 20000.92 0.04 8085674.9

0 20000.96 0.04 8056593.4
1 20000.96 0.04 8081670.7
2 20000.96 0.04 8105194.4

0 20001 0.04 8072883.3
1 20001 0.04 8098184.4
2 20001 0.04 8125127.7

0 20001.04 0.04 8089870.7
1 20001.04 0.04 8114693.1
2 20001.04 0.04 8145360.4

0 20001.08 0.04 8107473.5
1 20001.08 0.04 8131203.1
2 20001.08 0.04 8165825.4

0 20001.12 0.04 8125541.9
1 20001.12 0.04 8147746.4
2 20001.12 0.04 8186484.7

0 20001.16 0.04 8143894.5
1 20001.16 0.04 8164342.9
2 20001.16 0.04 8207326.1

0 20001.2 0.04 8162369.2
1 20001.2 0.04 8180981.9
2 20001.2 0.04 8228371.1

0 20001.24 0.04 8180843.5
1 20001.24 0.04 8197626.6
2 20001.24 0.04 8249661.8

0 20001.28 0.04 8199218.9
1 20001.28 0.04 8214241
2 20001.28 0.04 8271241.4

0 20001.32 0.04 8217406.4
1 20001.32 0.04 8230798.9
2 20001.32 0.04 8293152

0 20001.36 0.04 8235348.5
1 20001.36 0.04 8247283.2
2 20001.36 0.04 8315435.3

0 20001.4 0.04 8253051.5
1 20001.4 0.04 8263687.2
2 20001.4 0.04 8338125.3

0 20001.44 0.04 8270581.3
1 20001.44 0.04 8280031.6
2 20001.44 0.04 8361215.8

0 20001.48 0.04 8288041.9
1 20001.48 0.04 8296385.9
2 20001.48 0.04 8384626.7

0 20001.52 0.04 8305551.8
1 20001.52 0.04 8312861.2
2 20001.52 0.04 8408197.7

0 20001.56 0.04 8323222.4
1 20001.56 0.04 8329572
2 20001.56 0.04 8431735.9

0 20001.6 0.04 8341155.6
1 20001.6 0.04 8346606
2 20001.6 0.04 8455108.6

0 20001.64 0.04 8359449.7
1 20001.64 0.04 8364016.3
2 20001.64 0.04 8478303.9

0 20001.68 0.04 8378206.5
1 20001.68 0.04 8381824
2 20001.68 0.04 8501403.8

0 20001.72 0.04 8397513
1 20001.72 0.04 8400025.4
2 20001.72 0.04 8524500.3

0 20001.76 0.04 8417407.7
1 20001.76 0.04 8418609.5
2 20001.76 0.04 8547655.8

0 20001.8 0.04 8437862.8
1 20001.8 0.04 8437571.2
2 20001.8 0.04 8570922.7

0 20001.84 0.04 8458809.6
1 20001.84 0.04 8456907.1
2 20001.84 0.04 8594371.7

0 20001.88 0.04 8480189.6
1 20001.88 0.04 8476596.7
2 20001.88 0.04 8618096.3

0 20001.92 0.04 8501954.6
1 20001.92 0.04 8496586.5
2 20001.92 0.04 8642169.3

0 20001.96 0.04 8524052.1
1 20001.96 0.04 8516784.5
2 20001.96 0.04 8666588.5

0 20002 0.04 8546419.4
1 20002 0.04 8537064.2
2 20002 0.04 8691271

0 20002.04 0.04 8568980.9
1 20002.04 0.04 8557300.8
2 20002.04 0.04 8716096.7

0 20002.08 0.04 8591625.5
1 20002.08 0.04 8577429.2
2 20002.08 0.04 8740975.3

0 20002.12 0.04 8614187.4
1 20002.12 0.04 8597475.7
2 20002.12 0.04 8765881.5

0 20002.16 0.04 8636455.8
1 20002.16 0.04 8617524.1
2 20002.16 0.04 8790850.1

0 20002.2 0.04 8658219.8
1 20002.2 0.04 8637648.8
2 20002.2 0.04 8815946.7

0 20002.24 0.04 8679329.7
1 20002.24 0.04 8657887.7
2 20002.24 0.04 8841227.6

0 20002.28 0.04 8699715.7
1 20002.28 0.04 8678254.9
2 20002.28 0.04 8866671.9

0 20002.32 0.04 8719343
1 20002.32 0.04 8698752.6
2 20002.32 0.04 8892129.3

0 20002.36 0.04 8738167.6
1 20002.36 0.04 8719338
2 20002.36 0.04 8917306.1

0 20002.4 0.04 8756126.9
1 20002.4 0.04 8739872.1
2 20002.4 0.04 8941811.1

0 20002.44 0.04 8773125.9
1 20002.44 0.04 8760109.6
2 20002.44 0.04 8965242.4

0 20002.48 0.04 8789014.7
1 20002.48 0.04 8779732.1
2 20002.48 0.04 8987248.7

0 20002.52 0.04 8803584.2
1 20002.52 0.04 8798384
2 20002.52 0.04 9007544.5

0 20002.56 0.04 8816599.1
1 20002.56 0.04 8815694.4
2 20002.56 0.04 9025899

0 20002.6 0.04 8827854.8
1 20002.6 0.04 8831332.1
2 20002.6 0.04 9042135.1

0 20002.64 0.04 8837229.6
1 20002.64 0.04 8845096.1
2 20002.64 0.04 9056147.2

0 20002.68 0.04 8844721.8
1 20002.68 0.04 8856968.5
2 20002.68 0.04 9067939

0 20002.72 0.04 8850465.5
1 20002.72 0.04 8867086.7
2 20002.72 0.04 9077662.2

0 20002.76 0.04 8854719
1 20002.76 0.04 8875662
2 20002.76 0.04 9085605.4

0 20002.8 0.04 8857806.4
1 20002.8 0.04 8882904.8
2 20002.8 0.04 9092128

0 20002.84 0.04 8860036.6
1 20002.84 0.04 8888988.1
2 20002.84 0.04 9097582.3

0 20002.88 0.04 8861638.1
1 20002.88 0.04 8894060.7
2 20002.88 0.04 9102263.6

0 20002.92 0.04 8862743.9
1 20002.92 0.04 8898274
2 20002.92 0.04 9106392

0 20002.96 0.04 8863445.8
1 20002.96 0.04 8901786.1
2 20002.96 0.04 9110098.5

0 20003 0.04 8863866.2
1 20003 0.04 8904729.5
2 20003 0.04 9113414.3

0 20003.04 0.04 8864178.1
1 20003.04 0.04 8907203
2 20003.04 0.04 9116297.6

0 20003.08 0.04 8864547.7
1 20003.08 0.04 8909281.7
2 20003.08 0.04 9118702.8

0 20003.12 0.04 8865068.3
1 20003.12 0.04 8911032.8
2 20003.12 0.04 9120645.2

0 20003.16 0.04 8865754.7
1 20003.16 0.04 8912524.8
2 20003.16 0.04 9122221.9

0 20003.2 0.04 8866587.6
1 20003.2 0.04 8913823.3
2 20003.2 0.04 9123588.6

0 20003.24 0.04 8867545.8
1 20003.24 0.04 8914983.3
2 20003.24 0.04 9124916.9

0 20003.28 0.04 8868615.2
1 20003.28 0.04 8916045.9
2 20003.28 0.04 9126384.6

0 20003.32 0.04 8869782.4
1 20003.32 0.04 8917042.4
2 20003.32 0.04 9128167.5

0 20003.36 0.04 8871025.6
1 20003.36 0.04 8917995.5
2 20003.36 0.04 9130409

0 20003.4 0.04 8872300.6
1 20003.4 0.04 8918917.1
2 20003.4 0.04 9133172

0 20003.44 0.04 8873561.2
1 20003.44 0.04 8919805.3
2 20003.44 0.04 9136405

0 20003.48 0.04 8874800.8
1 20003.48 0.04 8920655
2 20003.48 0.04 9139956.6

0 20003.52 0.04 8876053.9
1 20003.52 0.04 8921451.4
2 20003.52 0.04 9143627.8

0 20003.56 0.04 8877345.3
1 20003.56 0.04 8922169.7
2 20003.56 0.04 9147225.9

0 20003.6 0.04 8878662.5
1 20003.6 0.04 8922790.6
2 20003.6 0.04 9150609.3

0 20003.64 0.04 8879952.7
1 20003.64 0.04 8923320.5
2 20003.64 0.04 9153709.2

0 20003.68 0.04 8881139.9
1 20003.68 0.04 8923793.2
2 20003.68 0.04 9156520.8

0 20003.72 0.04 8882159.7
1 20003.72 0.04 8924233.8
2 20003.72 0.04 9159072.2

0 20003.76 0.04 8882993.8
1 20003.76 0.04 8924614.3
2 20003.76 0.04 9161411.3

0 20003.8 0.04 8883676.2
1 20003.8 0.04 8924856.3
2 20003.8 0.04 9163610.5

0 20003.84 0.04 8884253.8
1 20003.84 0.04 8924877.5
2 20003.84 0.04 9165779.6

0 20003.88 0.04 8884736.4
1 20003.88 0.04 8924635
2 20003.88 0.04 9168042.8

0 20003.92 0.04 8885093.8
1 20003.92 0.04 8924120.4
2 20003.92 0.04 9170489.3

0 20003.96 0.04 8885307.7
1 20003.96 0.04 8923340.8
2 20003.96 0.04 9173137.4

0 20004 0.04 8885399.2
1 20004 0.04 8922322.4
2 20004 0.04 9175924.9

0 20004.04 0.04 8885417.2
1 20004.04 0.04 8921132.2
2 20004.04 0.04 9178721.8

